Wed Jul 21 00:19:53 2021    profile.bin

         20713429 function calls (19569083 primitive calls) in 46.702 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\difflib.py:1696(HtmlDiff)
        5    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\__init__.py:437(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:6152(mvoid)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\linear.py:116(Bilinear)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\channelshuffle.py:7(ChannelShuffle)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_ops.py:15(dl_open_guard)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:89(_Dependent)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\relaxed_bernoulli.py:93(RelaxedBernoulli)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\coco.py:57(CocoCaptions)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\hmdb51.py:9(HMDB51)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\warnings.py:477(__exit__)
        3    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:420(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\string.py:80(Template)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\concurrent\futures\_base.py:313(Future)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\humanfriendly\decorators.py:7(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\arrayprint.py:1221(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\hmac.py:26(HMAC)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_jit_internal.py:551(ignore)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:468(_init_param)
        3    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:505(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\pooling.py:474(AvgPool1d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\connection.py:639(PipeListener)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\quantized\dynamic\modules\linear.py:5(Linear)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\quantization\fake_quantize.py:196(FixedQParamsFakeQuantize)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\vgg.py:25(VGG)
        9    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\onnx\symbolic_registry.py:76(is_registered_version)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\logging\__init__.py:908(setLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\coloredlogs\__init__.py:1342(FormatStringParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\events.py:99(TimerHandle)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\proactor_events.py:593(_ProactorSocketTransport)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:302(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\colorama\ansitowin32.py:16(StreamWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\loss.py:228(PoissonNLLLoss)
        6    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\profiler.py:805(attr_formatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\normalization.py:62(CrossMapLRN2d)
        5    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\backends\__init__.py:27(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:529(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\swa_utils.py:170(SWALR)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\json\decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\quantization\observer.py:1069(NoopObserver)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\data\dataloader.py:567(_MultiProcessingDataLoaderIter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\mobilenetv3.py:42(InvertedResidualConfig)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\ops\ps_roi_align.py:57(PSRoIAlign)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\argparse.py:1253(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\_globals.py:67(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\numerictypes.py:239(obj2sctype)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\_version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:70(TqdmDefaultWriteLock)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:1091(_comparable)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\utils\throughput_benchmark.py:26(ExecutionStats)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tarfile.py:327(_Stream)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\conv.py:1330(LazyConvTranspose1d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\loss.py:1224(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\function.py:106(Function)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\_ops.py:71(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\optim\optimizer.py:18(Optimizer)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\multiprocessing\reductions.py:52(_after_fork)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\multiprocessing\reduction.py:251(AbstractReducer)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\email\charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\quantized\modules\conv_relu.py:12(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\intrinsic\quantized\modules\conv_relu.py:100(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\quantization\observer.py:1009(PlaceholderObserver)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\mnasnet.py:25(_InvertedResidual)
        8    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\_weakrefset.py:16(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tokenize.py:60(maybe)
        2    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\coloredlogs\__init__.py:1450(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\windows_events.py:43(_OverlappedFuture)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\windows_events.py:91(_BaseWaitHandleFuture)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\case.py:245(_AssertWarnsContext)
       10    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\case.py:1405(_deprecate)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\_globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\urllib\parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\core\records.py:234(record)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 D:\MyProject\alphaCG\utils.py:1(AverageMeter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tarfile.py:597(_FileInFile)
        7    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\cuda\__init__.py:109(is_initialized)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\cuda\__init__.py:199(CudaError)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\dataclasses.py:603(_is_initvar)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\activation.py:66(ReLU)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\activation.py:109(RReLU)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\fold.py:154(Unfold)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\qat\modules\linear.py:5(Linear)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\distributions\constraints.py:325(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\alexnet.py:15(AlexNet)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\squeezenet.py:15(Fire)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\models\densenet.py:101(_DenseBlock)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\ops\ps_roi_pool.py:50(PSRoIPool)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\xml\etree\ElementTree.py:540(ElementTree)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\cffi\model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\transforms\transforms.py:1672(GaussianBlur)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\io\__init__.py:46(VideoReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torchvision\datasets\ucf101.py:8(UCF101)
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\threading.py:255(_release_save)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\threading.py:1110(daemon)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\asyncio\streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\unittest\loader.py:77(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\_globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\__init__.py:318(CDLL)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\lib\index_tricks.py:252(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\core.py:3363(dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\numpy\ma\extras.py:1474(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\tqdm\std.py:1085(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\ctypes\wintypes.py:20(VARIANT_BOOL)
        8    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\storage.py:13(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\conv.py:1132(LazyConv1d)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\activation.py:787(Softplus)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\modules\loss.py:302(GaussianNLLLoss)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\autograd\grad_mode.py:18(_DecoratorContextManager)
        1    0.000    0.000    0.000    0.000 C:\Users\Choigj\anaconda3\lib\site-packages\torch\nn\quantized\modules\activation.py:90(LeakyReLU)
